Id,hook_strength_motion,scene_change_rate,hook_strength_audio,audio_max_jump
0890a020e02c5f1d80645307eb05a347,0.8889338463436908,0.0,0.8310172239842512,0.02338218316435814
e1fdfdadbe8ddf6defbc30bb5074dcc0,0.8388317258876935,0.056179775280898875,0.4698262508789968,0.0782615914940834
cf860f2f88c7793066def70ef55543a1,0.8925881416925028,0.14606741573033707,0.9679251870894191,0.10458429157733917
5ef9880d2387fea5a7da30f7bc63de2a,0.7903340533134658,0.0,0.48979522560384087,0.01727660745382309
8676e56f9a732b19aa3c434da7a60dfe,1.6174326508366013,0.12359550561797752,0.991611255088721,0.05482672154903412
c626e03398a1935bd198aa711a1b4ddc,0.9683574272482055,0.06741573033707865,0.9225933847740664,0.03021654486656189
3daed1313074581c82d7a2c16ba19f81,1.688255948803657,0.1348314606741573,0.8618128079410732,0.10482583194971085
65eb12ea479b232978d59c021a2f27b4,0.25898096432537715,0.14606741573033707,0.9722286003341374,0.005953163839876652
54ee173370a757fd2426725d57aafabd,1.3553928570756784,0.10112359550561797,1.0259814254443926,0.014328937977552414
71f025cc00a9d413437fdca3a482f64d,1.0318684343841278,0.033707865168539325,0.5364228136791465,0.017734810709953308
dd15062013348542667072890988b46f,0.6130100140444423,0.11235955056179775,0.8174177550402275,0.015958085656166077
c815f2ab0be7239765a5cda7abf71d30,0.6239709677385968,0.06741573033707865,0.8187892122769942,0.044862326234579086
13b1f2af187b4b958a47d8bd10657ca0,0.4131755678345832,0.07865168539325842,0.7901685643058419,0.05143877863883972
6db7daaf81b66ecad54fb8cbb0fbd5ce,1.23860847589913,0.06741573033707865,0.8262956920051882,0.03170190006494522
1154f27f058c7e50a674c34182ad44ae,0.790653530007816,0.033707865168539325,0.8896188090641266,0.04490393400192261
e025e92cf3e14401a38532c21bf28125,0.7768795908065954,0.07865168539325842,0.7349084767296483,0.009014155715703964
a31bf16f5a8926935ec49df95542e9ff,1.0541361885093334,0.0,0.4062980484643351,0.01804405264556408
2d822d385fb9c815878914bc7afc803f,0.8495732885372552,0.0898876404494382,1.0499006670252098,0.12109988927841187
46c4ff73fe6d8192ddc82c13bdd04c08,0.5318498152682353,0.10112359550561797,1.2786916190613298,0.12952196598052979
3c1c22f8c54e76ff9944e81cd59f3298,0.7726293070841868,0.056179775280898875,0.9014621433488669,0.07456236332654953
8eab8ddf7090a46970c9687736f39dcf,1.1086897924249057,0.0,0.9250459766783676,0.07897033542394638
c57a846e7a8f1c01addd35c1f69d1505,1.3187612399303075,0.033707865168539325,0.24995903042321718,0.14374296367168427
df9de97cf7b6eb858c61d1e4920782f0,1.2134156541327354,0.0,0.970690238078052,0.04678192734718323
99df08cd4e757af72769f7fc00a12bfe,1.2361282424987465,0.1348314606741573,1.5785570273864196,0.09691216051578522
befe75828edf76b3eac3676f96dfbf7d,0.8199126870926464,0.10112359550561797,0.5930111585114293,0.016994154080748558
ce5bddcde4c79acee23d142dec55fec7,0.7527188214685596,0.06741573033707865,0.948445290593451,0.14858517050743103
6081c2ee9c4a2a381465fba4763170e1,0.975785608092217,0.011235955056179775,0.652793839497294,0.01870005950331688
0c83aa3dfd5c85175e150bd7c3e9591e,1.6444348089322691,0.10112359550561797,1.2173814748915244,0.07028411328792572
3ba35f572b58d4752ed7cbc27afe659d,1.091259923282465,0.11235955056179775,0.8797902857345812,0.01004818081855774
59f9585abd782ae299664eab1cceb8d2,1.061797771121483,0.033707865168539325,0.9762505913956995,0.04794694110751152
eb15fe9ef5ca938465424d39c502ef7e,0.5568730960369447,0.1348314606741573,0.5837693186667235,0.06677231192588806
bd81460ae9fb6f50131c1f8a514921a7,1.60626978477746,0.0898876404494382,2.3931871325529093,0.07629307359457016
19170857040fdf6dce245c4e6810e28f,1.410128913404092,0.011235955056179775,0.48652687847623916,0.017000844702124596
507d2e23eefd8bdc6b31c344b6b7a645,1.2555986304286006,0.07865168539325842,0.597058478592492,0.09494224935770035
bf5eb17840a4dbb1c9f3c143ebc701d1,0.99136618193296,0.07865168539325842,0.41269167348142705,0.08520538359880447
7fc9bd82ab981b4a475ebcdac5bb0072,1.596531105908479,0.07865168539325842,0.5493342819446845,0.041054852306842804
e9611464dc253eb0ef3cb3fb343eba55,1.052949168532255,0.0449438202247191,0.7572539018950202,0.040475331246852875
bf81644954a61dde182d7e03795aadfc,0.9026579719910003,0.011235955056179775,0.7995252060986883,0.05156520754098892
99e429a325a439dc5fb22b27f4127819,1.3799327204858196,0.0449438202247191,0.8553080406287117,0.047047052532434464
21df33db999f548e2091d03d5c939da4,0.998584122876224,0.0449438202247191,0.8286540314892568,0.11631545424461365
ba79d0fa22819333cde42fc17016b346,0.7593769557312896,0.0,0.8756187317277891,0.0737699642777443
c38afb1fb85d3bf38912d340a4a3ce9e,0.7515380094080055,0.11235955056179775,0.9399742598219085,0.06699460744857788
3f69ab81cd1e97fdfa3dffaf6395d79b,0.8940967611652352,0.06741573033707865,0.9734168102725602,0.16944284737110138
d154572ab5d0cf68a602ae466084fe68,0.8359357628089598,0.0,0.992001002246638,0.1061391532421112
ac6319bbbc2b34fdac5dae46b53fee08,1.0028179537593913,0.0,1.5686689825063642,0.017279282212257385
0f48a3969c147c2185986e8e9a188c37,0.7110455023833391,0.02247191011235955,0.8840381751749226,0.025610383599996567
2198898386cef6f0cd773e7847790a33,1.172275655112186,0.0449438202247191,0.6097223697451177,0.06833799183368683
56c26b7e3ae1ae0466cdf83b6c82f4a6,0.8700850400203269,0.033707865168539325,1.128391532074715,0.05019883066415787
0f2fa2ca10af9dc4574dd97561bea4bb,0.2619298302692749,0.23595505617977527,0.8724154386250524,0.07097042351961136
ded04e58938a22a709b97d344f7e0cc9,1.0175563157478456,0.033707865168539325,1.3156156487562924,0.10001242905855179
45556c95bd6325bf92112611b8718796,0.6304995752092373,0.06741573033707865,1.0978457546163432,0.03870484232902527
a9cfdd14303b50865817dd524a33426b,1.1525359486051279,0.0898876404494382,0.6896228389855101,0.12112988531589508
acb51ac2505ab9bb573f57517e1f406e,1.4963932121988683,0.06741573033707865,0.35899194705563153,0.012151237577199936
af958f32b18e52ac843691b2c5717cac,0.17851089213254004,0.21348314606741572,0.6867963972627724,0.09424892067909241
316ee00a1c28f50dd71e4cba20c44fe4,1.052286942373135,0.07865168539325842,1.2176650561466091,0.05392034724354744
01b676a9697d1d4e8bc1012f9b528cc5,0.9057560326877929,0.07865168539325842,1.2792971378081937,0.11517681926488876
7f484aa562ce025a21b00207f799ed02,0.6891847841775237,0.0449438202247191,0.11678665500297492,0.010737545788288116
f355c908759879b08452814236f419f2,0.4358949184395852,0.1797752808988764,0.7709828955223984,0.0009845145978033543
d62f8b78bc12e52002905cb7ec404489,1.1949631402170038,0.011235955056179775,0.9545116484112022,0.026667607948184013
353dcd29be3ddb6e154c4b6200fa5770,0.17593256403755253,0.0,0.8779105931749491,0.050073832273483276
6ca6da8baaaac2c37111f94db3fc72b2,1.2646629180669662,0.16853932584269662,1.0806415045164834,0.06683840602636337
3cde80dfbd6b0cdddb4398f13485b641,1.4151211357107205,0.06741573033707865,0.9695553539177264,0.06532857567071915
9a1c1b266e7dcc1c446597f73a752be8,0.5697184014613194,0.07865168539325842,2.240433974309374,0.07880579680204391
0194c04c48f01f8d309d6c0a7f3e3fa4,0.7435163326456328,0.0,1.0272019300887687,0.12180416285991669
447b76a0cbb65a034d43f1edb5bbd0c4,0.5286119573403102,0.033707865168539325,0.9306493268588366,0.01540983933955431
b98a3b22799d60b607479ded799191ac,0.3517870040498591,0.14606741573033707,0.4486034430932789,0.034096959978342056
a5865edbcc0cdcea149555cab1018844,0.9452049435725289,0.0449438202247191,0.9090098068993752,0.021581318229436874
debae1c9b89aac65ee9af2ede57c5f38,0.8680011793599339,0.0898876404494382,1.1720244680350231,0.018860196694731712
d43578e463820ca4d3ca7cca6e55a7a3,1.215206090728853,0.0898876404494382,0.43731575530678024,0.04094166308641434
69b8e5e0c2bf55f722aedefaac42f025,0.4402952178497646,0.16666666666666666,1.0212981884720367,0.08543836325407028
985a8f2c8778d204ce1f58d08fb56879,1.1630818999977452,0.033707865168539325,0.9083788086133172,0.10802887380123138
773f31fea1ceae9f3139c3b4c8f560a6,1.2620304066412147,0.0898876404494382,1.022917353397778,0.08067592978477478
1b8137f3f95543c29512d8f4f850e6e8,0.28406954960689623,0.20224719101123595,1.3108158054419263,0.046831171959638596
e8efc50da9b0c2a608aa82b7d53b5080,1.0029140684905256,0.011235955056179775,1.166998357819439,0.0863274484872818
1695d3d33c135927e480c71ccff0bbdb,0.6287276659226638,0.0,0.1127360896349833,0.025590524077415466
97d6db052d61aa3100c177d51cc78755,0.9108721128936569,0.0449438202247191,1.0916041604047981,0.01250322163105011
de493f4bda111a0a1f83cc859178a82d,1.194536278952227,0.07865168539325842,1.3713069689196,0.10650563985109329
d03d8172939e1e5a847d6cbe8915e5c6,0.2293063627572595,0.06741573033707865,0.891407634547137,0.041056498885154724
b4b14b33d7d098487986bf15b6e739d6,1.178457289175361,0.011235955056179775,0.592404372723364,0.0006302925758063793
5dee530d8bdb9f7aced11d874b4b71eb,1.306503241548755,0.056179775280898875,0.7847469702307742,0.010221756994724274
77c501cdfe6b132caa52c46e04d3ad47,1.2061848312988384,0.011235955056179775,0.8584669816122806,0.20625518262386322
11e153edb4e45d29dd2e9a7f4471231e,0.8807382157200354,0.07865168539325842,1.1013631646317774,0.040383465588092804
8bed94153491eb629951fd43eb68099a,0.26100743691517525,0.19101123595505617,1.2069829337411457,0.04797834903001785
c57073ae2e767edde3f6f9649fb74b7f,0.5953786523878034,0.0449438202247191,1.1620435449732485,0.1200917437672615
e9b278adff370dfdd05d8b18be5af119,0.8450119854427096,0.11235955056179775,0.5285268495771706,0.0611986368894577
009b5df68920810e8ff534117bd46d61,0.8947459463828068,0.0449438202247191,0.5569189270912046,0.003362249583005905
875e2f350c7a7fea54014dfe6bd23b4e,1.1201857739589836,0.02247191011235955,0.7381095180283572,0.07601875066757202
3aac2cddaab4f2d7bede36a09d2b0140,0.5346664890378378,0.07865168539325842,1.598219156881852,0.05368843302130699
d41b85a0a8efa7791336e74dbd44078d,1.3913314491142514,0.0449438202247191,0.9288416321708178,0.005927009508013725
f7439e8736d8094e23ad71b84e5f36e8,1.3661333451014626,0.0898876404494382,0.9370020765964172,0.08300870656967163
a6473b503a4a52663d3fe2f0c98183f4,1.3839952774302173,0.07865168539325842,0.8249735307740242,0.09306485950946808
de821ba4c87778aaba5b9b70fd2399c6,1.395593367179624,0.0,0.894413921293913,0.11067710816860199
1a4edcb29eaf0643d65b1276c99c3ad2,1.2983820223141356,0.07865168539325842,0.940930046896358,0.05834852159023285
049cc6da8ab691ec7e4d86c5fa73f3f8,1.654619423268151,0.11235955056179775,1.5825590469083088,0.014445512555539608
e36ef2ab345d012094de978d204f67fe,0.9633037817195187,0.011235955056179775,1.0719845007464648,0.02872820943593979
b11f05379112ddf57740142f41177cb6,1.3126482756548148,0.11235955056179775,1.1072916744965222,0.0811040922999382
c8a30b3c777bc53f5b3cb1ccfa28acd6,1.484480839145793,0.0449438202247191,0.9504720882517259,0.006886498536914587
0f82326f670da2a976e63ac531ed6a44,0.7070003020853414,0.011235955056179775,1.1939440411241917,0.11455893516540527
94774e32b75a1223de3fdc9308c76fd5,0.7025689702887932,0.02247191011235955,0.9159527032908352,0.06668675690889359
e0ef7d339879bf63f5bf88f13d15e90f,0.41981050505483275,0.16853932584269662,0.9772890003095656,0.03354275971651077
190f82ca0b881f364d8833492225f912,1.210703558592701,0.033707865168539325,0.797885684818404,0.0574561208486557
0458eb4de3acf37efbc9bb877e242753,0.9053392596258358,0.056179775280898875,0.5681669303700698,0.02645360678434372
3a746305d0cba4279d21b2f49b206f73,0.7743010340013868,0.06741573033707865,0.8818857758174724,0.09224805235862732
0a0079ca125853615d6851304060ce1d,1.2332711721692147,0.06741573033707865,0.892630877410353,0.12499567866325378
beeb8cd3684059e90dbf98ce2ee0f809,1.1166961177208905,0.056179775280898875,0.6158200137410041,0.036131199449300766
fc4062932c92fa34b8e4e118681cd9a7,1.1116326333641648,0.02247191011235955,0.6755806938681239,0.08912266045808792
194f7e6c15f304d7dc7c5061c5d38a21,0.6283273334775336,0.011235955056179775,0.7903713941720782,0.004655351862311363
e94ef21dc5bcb4e59d6538995c581b24,0.998439422609032,0.056179775280898875,1.199491685850069,0.010100550949573517
65af55107e1b7b8b9b764fa146f77699,1.4927914761193841,0.033707865168539325,0.7101703151816305,0.06326758861541748
465db0d1184110f8f8a635b6bd3c5a7c,1.4669865620376654,0.10112359550561797,0.6571685032096826,0.07074397057294846
fa6e5b7855a9aa93bd35684eee5d4b4f,0.5044576667764511,0.1797752808988764,0.9368360441050785,0.12585720419883728
7ff73e46fa8a97ae146d4731ff381679,0.9692311124964808,0.0,0.7545287090102223,0.13086599111557007
262201c05d7da24aa13a458cc58b9ac8,0.8618115169267273,0.056179775280898875,0.6115543406746164,0.03934188932180405
6ff43daf5b4326986e763895aeb22a5b,1.4462667278952457,0.0898876404494382,0.1965866238723569,0.06589572131633759
778341caaf1289d6c7a5ff00dd0e265c,1.4207845301514188,0.011235955056179775,1.0519528899241755,0.06082583963871002
337eb5a352d523c8660700036787ec47,1.1250964653011417,0.0,0.9858712899445672,0.038153406232595444
e258fefef245a1ba5892b2410d52de8b,0.8064197593730524,0.02247191011235955,1.0886950056309592,0.07424844801425934
b42ebc46ecaa253410cff0cad113f48b,0.8011386452078688,0.14606741573033707,0.9544807024093169,0.09840384870767593
d361e7f8d2600aeb33493286b0888194,0.632658277059444,0.11235955056179775,1.1242842494569563,0.07324093580245972
b6056f43a7def0db2866bf359a6e280d,1.0673716128105677,0.0449438202247191,0.8687240574245558,0.11777102947235107
ddacbc77acc408b71ac3308174acace9,0.9135836573075465,0.06741573033707865,0.9016721034640572,0.07206469029188156
558543a8a59da242ed53515b0af3664f,1.7275734123239883,0.033707865168539325,1.1982911099980416,0.1621875911951065
0330e35b3c616df3ee2bed3b3d2f5d1f,0.5157952096564057,0.02247191011235955,0.3899389034511644,0.06581152975559235
606fdbae2ed9e26a81ace683a91aecb1,1.8671920169892016,0.16853932584269662,1.4473096305034086,0.11977550387382507
965dd4a69e7f45871c11cefeb54cd834,0.839530185493316,0.10112359550561797,1.1448052478739905,0.019424768164753914
c5bc37a58c42bb57f0585e15370bb4fd,0.1170176916910371,0.14606741573033707,1.0334822689600516,0.06532658636569977
180e35042aba66d9df9d433d6adfaf6e,0.7710950866722605,0.15730337078651685,0.5262813976279558,0.011819254606962204
c1262f6a418472e5b5d8d017cd60edf0,1.4073334938013295,0.23595505617977527,0.9733746412718682,0.07110989093780518
38ea1aaa155d1cf226a3fe302a62d8f7,1.6793948152271458,0.06741573033707865,1.0567930396526406,0.0764278918504715
7a96254f423b85a3619123eadd0b7109,0.9859062314877315,0.0,0.9443519532033663,0.04889632761478424
3603920e5ab8fee7e97f6e1ff1095ccd,1.4237568340893703,0.0898876404494382,1.0069529421632097,0.03503502905368805
d28202924cba88b8db001341f3d78672,0.4748196553713782,0.0449438202247191,0.5213191067023631,0.045098572969436646
72d7e854dedccbcb44822145bdf6604d,1.687002297611729,0.16853932584269662,0.8356478430213217,0.13026753067970276
d1fd3a195a241c379849a2afedb68ca7,1.2924852267436395,0.0898876404494382,0.6608005605366536,0.0650743693113327
