Id,Title,Description,Download_link,ECR,motion_mean,motion_std,motion_max,motion_first_5frames_mean,n_frames_analyzed,audio_energy_mean,audio_energy_std,audio_energy_max,has_audio,title_has_text,title_text_length,title_word_count,title_has_exclamation,title_is_all_caps,desc_has_text,desc_text_length,desc_word_count,desc_has_exclamation,desc_is_all_caps
da01e9afbcf4836c88a4d060386e341d,,,https://cf-st.sc-cdn.net/o/ME7ngoXaLvVrgjM1JtpMy.1034.IRZXSOY?mo=Gj0aDRoAGgAyAQ9IA1AuYAGiASsIiggSGQoXIAFKEwoOxAFAPzM8Okw4LC4zRDEQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.2685032283310506,0.7930647364158309,0.5930195194851724,2.4042654037475586,1.093733537197113,90,0.0389227531850338,0.0207351427525281,0.1339176297187805,True,0,0,0,0,0,0,0,0,0,0
253caa5ee131bfedced54c13a1427865,Love my little guy  pets  bunny  animals  barbie,Me singing the “I’m just Ken” song to Len over and over but saying “I’m just Len”,https://cf-st.sc-cdn.net/d/D8pjvuPgmSX2qYsT1ofAX.1034.IRZXSOY?mo=GjwaDRoAGgAyAQRIAlAuYAGiASoIiggSGAoWIAFKEgoNTCg2MC8pOCEjISAcFhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.3567912345920563,0.8709179805905631,0.2282603468822947,1.469718098640442,0.9159382224082948,90,0.1572380810976028,0.0358442813158035,0.2360272407531738,True,1,48,8,0,0,1,81,17,0,0
c864769d8830eec5086485617551c9b7,Turning myself into SpongeBob.  viral  scanner  relatable,Turning my face into SpongeBobface with peeking eye | Where’s Mr. Krabs?,https://cf-st.sc-cdn.net/d/XlFnHtYCoyk5KZAuhPEU1.1034.IRZXSOY?mo=GjkaDRoAGgAyAQRIAlAuYAGiAScIiggSFQoTIAFKDwoKTxgtLhsWJB0cEBD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.41162199178243,0.3712000054087532,0.3748324562605893,1.6791679859161377,0.670014888048172,90,0.1308019608259201,0.0332625545561313,0.2090990543365478,True,1,57,7,0,0,1,72,12,0,0
0f58d7dd8c091efbf9fe2dc87071c596,,The dude who CANT DUNK HATING on the guy who can…rolling on the floor laughing,https://cf-st.sc-cdn.net/d/8E0AaS9DxKQtkbDdwl8sI.1034.IRZXSOY?mo=Gm4aDRoAGgAyAQRIAlAuYAGiAVwIiggSSgpIIAFKRAo_aDZIREI9Mj4xQ01SPDNCLzksMEU5PyomQUE5MCotMjQ3L0NHLzAyLS84MzhBKjw0ODMrMzU7LjkyNjA2M0A1EPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.9947407552338094,2.547820481639146,2.0416045078939344,5.93649435043335,0.8425888534635305,90,0.0699793919920921,0.0626093447208404,0.2308234721422195,True,0,0,0,0,0,1,78,15,0,0
9170806bfb6e28678bd9bdad3a19f8b6,,Did any one notice this his pistol says SALLY,https://cf-st.sc-cdn.net/d/T6BlbLOgvgL58bGmSeYff.1034.IRZXSOY?mo=GkwaDRoAGgAyAQRIA1AuYAGiAToIiggSKAomIAFKFAoPSjcqMTVFQDlCMDpIOzkoEPQDWgMQtydaBwjzKxDghygiCxIAKgdJUlpYU09Z&uc=46,0.6165212287223635,1.6732306148898737,1.6249472506516316,7.6652984619140625,2.314045095443725,90,0.0108990110456943,0.0033449151087552,0.0201198905706405,True,0,0,0,0,0,1,45,9,0,0
830729bc411b1b74758cf226833e8583,,THE PERSON BEHIND THE VOICE ON TIKTOK face screaming in fear,https://cf-st.sc-cdn.net/d/RpM2aQ9RDGc02K92h4X4E.1034.IRZXSOY?mo=GsQBGg0aABoAMgEESAJQLmABogGxAQiKCBKeAQqbASABSk4KSWQgIB0YHBUPDBgILBwdFBwgGRkyFxIeGRYWGBgzGBAWJCMdHhgiNBwTEAwQDQ0ODDcaIB8dGxceFzEZFg8QIRsZGxozGBgXEQsQ9ANaBBCZwQJaBwivJRDEzBJaBwiNSxDp8CJaBwjqcBDnvzJaCAjIlgEQwY9FWggIj7wBEJPNUFoICOzhARDZ4GJaCAjKhwIQxPdyIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.9252827235374682,0.3134519539857178,0.1596708908151056,0.8240139484405518,0.3410584092140197,90,0.0608516223728656,0.0373809859156608,0.2385123819112777,True,0,0,0,0,0,1,60,11,0,0
263c5a1dee9857256d57ab7bb35f010a,,,https://cf-st.sc-cdn.net/d/IC0xitfG0SgKvWyUP7e7V.1034.IRZXSOY?mo=GjoaDRoAGgAyAQRIBFAuYAGiASgIiggSFgoUIAFKEAoLiAE-QlNCOjg1OT4Q9AMiCxIAKgdJUlpYU09Z&uc=46,0.7013500293484641,1.696770794605941,0.941919900278105,4.872216701507568,2.414627695083618,90,0.061398696154356,0.0279493387788534,0.1480611711740493,True,0,0,0,0,0,0,0,0,0,0
8535125ce5de478e13a7542562a3e855,,Sound of Freedom  | Based on true events ,https://cf-st.sc-cdn.net/d/yj6Oxr855zrua37gu5Kaf.1034.IRZXSOY?mo=GloaDRoAGgAyAQRIAlAuYAGiAUgIiggSNgo0IAFKMAorNRMOExoZDxUNIRIQEBMTEx8UFBwXFx0VFBIaFRoZGRMPCAgHCAcOBwcGBRD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.373672471140677,0.2038373819897684,0.1516499457862755,1.2091350555419922,0.2837089091539383,90,0.0408840477466583,0.0120420604944229,0.0772837027907371,True,0,0,0,0,0,1,40,8,0,0
7780d8c5cdad9ea71f1c499c402df892,,Rip to this berm grimacing face,https://cf-st.sc-cdn.net/d/3Is22wD0X5chvLGoPai8P.1034.IRZXSOY?mo=Gj4aDRoAGgAyAQRIAlAuYAGiASwIiggSGgoYIAFKFAoPWSgsKSciV2ZySj1EMDk8EPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.6508628448444531,0.622643349043439,0.4100851271829324,2.4333627223968506,0.5706257581710815,90,0.1562544703483581,0.05589260160923,0.2995404303073883,True,0,0,0,0,0,1,31,6,0,0
28d7e44e65208b54ce3938f687e13574,The ball makes no noise face screaming in fear  basketball  hoops ,The ball makes no noise face screaming in fear,https://cf-st.sc-cdn.net/d/ipfEs3BerSxmfQiXAQYxz.1034.IRZXSOY?mo=GkMaDRoAGgAyAQRIAlAuYAGiATEIiggSHwodIAFKGQoUYCw6Pz9BSE5JQkY-PTw1N0I4OjMQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.4230013695949912,1.5442356125692305,0.928370597770086,3.521754264831543,0.8717500448226929,90,0.0414604321122169,0.0341507606208324,0.1526657193899154,True,1,65,11,0,0,1,46,9,0,0
b2025c81a1eb5976bc5dce8f85f540bc,,,https://cf-st.sc-cdn.net/d/okTDPRjPn4idJlYiNrtJ9.1034.IRZXSOY?mo=GkUaDRoAGgAyAQRIAlAuYAGiATMIiggSIQofIAFKGwoWYy02NEJPSFRVPjwxNS07PjQ2MjQ1LhD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.0973821170025435,1.6490058550673925,0.9865385720420318,6.372011184692383,0.567653214931488,90,0.1846735477447509,0.0576829463243484,0.3203868865966797,True,0,0,0,0,0,0,0,0,0,0
ea9dfc2d66d214d40f11ba553ed2458b,,HE THREW UP AFTER THIS face with tears of joyface with tears of joyface with tears of joy,https://cf-st.sc-cdn.net/d/K8Hu4qe7nGdHhFpP5O6Dl.1034.IRZXSOY?mo=Gj0aDRoAGgAyAQRIA1AuYAGiASsIiggSGQoXIAFKEwoOTjU5QkRDTEpIQy1GPDsQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.5831657209939346,2.989333968484,2.100283806809764,9.697941780090332,1.4358613729476928,90,0.0450448356568813,0.0365683138370513,0.2255221307277679,True,0,0,0,0,0,1,89,18,0,0
ada917c47bc8868274f465d8daf8b6ab,,,https://cf-st.sc-cdn.net/d/QxzgvSSNCeHk9fhYZAQi0.1034.IRZXSOY?mo=Gk4aDRoAGgAyAQRIAlAuYAGiATwIiggSKgooIAFKJAofZCMkJigaJiYYOCMgFyMdEiAgGkQqHTkyISMgHkAcMxD0AyILEgAqB0lSWlhTT1k%3D&uc=46,0.4765955781647427,0.4623283542943804,0.2744515654069565,1.1075701713562012,0.8366286993026734,90,0.0510514304041862,0.0198229122906923,0.1650282740592956,True,0,0,0,0,0,0,0,0,0,0
068c248e990e437a5f3d3243825f52f8,Fuck you Grand junction!!!!,Should be illegal to have a swamp cooler in fucking junction ,https://cf-st.sc-cdn.net/d/5gxIzMt3rKxO1R9jV8MfS.1034.IRZXSOY?mo=Gj0aDRoAGgAyAQRIA1AuYAGiASsIiggSGQoXIAFKEwoOXx8kIyMcHh0aGCAiIhoQ9AMiCxIAKgdJUlpYU09Z&uc=46,0.5959694775973391,0.3455818089541425,0.1837238577643906,0.902070701122284,0.7867424368858338,90,0.0569663308560848,0.0660435035824775,0.2372628599405288,True,1,27,4,1,0,1,60,11,0,0
7dd23c554fefe4a731b3a39be5279995,,,https://bolt-gcdn.sc-cdn.net/y/j8t4HOb4WX5FVrUsVfsBI.1034.IRZXSOY?mo=GkEaDRoAGgAyAXhIA1AuYAGiAS8IiggSHQobIAFKFwoSfUZTTS86UjlFNTY_MEM8MC83EPQDIgsSACoHSVJaWFNPWQ%3D%3D&uc=46,0.0798513011152416,1.0787162743927388,0.9215855120640424,3.740548849105835,0.1639928609132766,90,0.007756667677313,0.011538746766746,0.0505305491387844,True,0,0,0,0,0,0,0,0,0,0
